PMID	DOI	Title	PMCID
23965628	10.1038/nature12474	Germline mitochondrial DNA mutations aggravate ageing and can impair brain development : 	PMC3820420
23478441	10.1016/j.molcel.2013.02.004	Regulation of the CRL4(Cdt2) ubiquitin ligase and cell-cycle exit by the SCF(Fbxo11) ubiquitin ligase : 	PMC3624904
24242212	10.1002/ijc.28609	The bispecific immunoligand ULBP2-aCEA redirects natural killer cells to tumor cells and reveals potent anti-tumor activity against colon carcinoma : 	
16963217	10.1016/j.exger.2006.06.062	Control of Caenorhabditis elegans life history by nuclear receptor signal transduction : 	
16563875	10.1016/j.devcel.2006.02.008	Hormonal control of C. elegans dauer formation and life span by a Rieske-like oxygenase : 	
16647881	10.1016/j.molmed.2006.04.002	Translating m-AAA protease function in mitochondria to hereditary spastic paraplegia : 	
22354038	10.1038/emboj.2012.38	Mitochondrial quality control: a matter of life and death for neurons : 	PMC3321185
22045337	10.1038/emboj.2011.392	LRPPRC is necessary for polyadenylation and coordination of translation of mitochondrial mRNAs : 	PMC3261557
25620558	10.1016/j.molcel.2014.12.024	TRF2 recruits RTEL1 to telomeres in S phase to promote t-loop unwinding : 	PMC4339303
23225085	10.1002/ajh.23361	Baseline serum TARC levels predict therapy outcome in patients with Hodgkin lymphoma : 	
22505848	10.1371/journal.pbio.1001306	Hormonal signal amplification mediates environmental conditions during development and controls an irreversible commitment to adulthood : 	PMC3323525
24190879	10.1242/jcs.134130	Mitochondrial lipid transport at a glance : 	
23947592	10.1186/1471-2164-14-559	Transcriptional profiling reveals progeroid Ercc1(-/Delta) mice as a model system for glomerular aging : 	PMC3751413
24841562		The late endosomal p14-MP1 (LAMTOR2/3) complex regulates focal adhesion dynamics during cell migration : 	PMC4033770
18565875	10.1074/mcp.M800025-MCP200	The ubiquitin-proteasome system is a key component of the SUMO-2/3 cycle : 	
25959359	10.1111/exd.12753	Force generation and transmission in keloid fibroblasts: dissecting the role of mechanosensitive molecules in cell function : 	
26540572	10.18632/oncotarget.6276	Intermittent high-dose treatment with erlotinib enhances therapeutic efficacy in EGFR-mutant lung cancer : 	PMC4770714
26540572	10.18632/oncotarget.6276	Intermittent high-dose treatment with erlotinib enhances therapeutic efficacy in EGFR-mutant lung cancer : 	PMC4770714
24417896	10.1186/gb-2014-15-1-r15	Differential protein occupancy profiling of the mRNA transcriptome : 	PMC4056462
18796524	10.1093/nar/gkn592	Cosegregation of novel mitochondrial 16S rRNA gene mutations with the age-associated T414G variant in human cybrids : 	PMC2566888
22186783	18736 [pii]10.4161/cc.11.1.18736	A double whammy for aging? Rapamycin extends lifespan and inhibits cancer in inbred female mice : 	
21283571	10.1371/journal.pone.0016144	Replication of extended lifespan phenotype in mice with deletion of insulin receptor substrate 1 : 	PMC3026792
24569455	10.1172/JCI66407	Familial Alzheimer's disease-associated presenilin-1 alters cerebellar activity and calcium homeostasis : 	PMC3973081
23481255	10.1038/emboj.2013.51	Deficiency of terminal ADP-ribose protein glycohydrolase TARG1/C6orf130 in neurodegenerative disease : 	PMC3642678
24916378		Loss of TFB1M results in mitochondrial dysfunction that leads to impaired insulin secretion and diabetes : 	
24916378		Loss of TFB1M results in mitochondrial dysfunction that leads to impaired insulin secretion and diabetes : 	
15205678	10.1038/sj.embor.7400186	Membrane protein turnover by the m-AAA protease in mitochondria depends on the transmembrane domains of its subunits : 	PMC1299097
15190176	10.1126/sageke.2004.23.pe25	Inside insulin signaling, communication is key to long life : 	
15084461	10.1242/dev.01068	Hormonal signals produced by DAF-9/cytochrome P450 regulate C. elegans dauer diapause in response to environmental cues : 	
15030753		Tipping the balance toward longevity : 	
15016765	10.1093/hmg/ddh109	Mitochondrial transcription factor A regulates mtDNA copy number in mammals : 	
14715127		Long life: a matter of taste (and smell) : 	
23466696	10.1007/b95865	Protein quality control in mitochondria and neurodegeneration in hereditary spastic paraplegia : 	
		PIM1 mitochondrial endopeptidase : 	
14623864	10.1083/jcb.200304112	Loss of m-AAA protease in mitochondria causes complex I deficiency and increased sensitivity to oxidative stress in hereditary spastic paraplegia : 	PMC2173682
12963738	10.1074/jbc.M305584200	Oma1, a novel membrane-bound metallopeptidase in mitochondria with activities overlapping with the m-AAA protease : 	
12532263	10.1007/s00335-002-2218-z	Characterization of the mouse genes for mitochondrial transcription factors B1 and B2 : 	
14644450		Inhibition of ubiquitin/proteasome-dependent proteolysis in Saccharomyces cerevisiae by a Gly-Ala repeat : 	
12475550		Mitochondrial diseases : 	
12402246	10.1002/ana.10387	Leber hereditary optic neuropathy: a nuclear solution of a mitochondrial problem : 	
12191771		Membrane protein degradation by AAA proteases in mitochondria : 	
12068295	10.1038/ng909	Mitochondrial transcription factors B1 and B2 activate transcription of human mtDNA : 	
12013812	10.1385/1-59259-284-8:391	Breeding and genotyping of Tfam conditional knockout mice : 	
11740945		A hormonal signaling pathway influencing C. elegans metabolism, reproductive development, and life span : 	
11733222		Animal models for respiratory chain disease : 	
11668394		Downregulation of Tfam and mtDNA copy number during mammalian spermatogenesis : 	
11553723		MAP-1 and IAP-1, two novel AAA proteases with catalytic sites on opposite membrane surfaces in mitochondrial inner membrane of Neurospora crassa : 	PMC59719
11231020		Mitochondrial Hsp78, a member of the Clp/Hsp100 family in Saccharomyces cerevisiae, cooperates with Hsp70 in protein refolding : 	
		Export von Peptiden aus Mitochondrien – ein neuer intrazellulärer Transportweg : 	
11041516		Regulation of mitochondrial DNA copy number during spermatogenesis : 	
10906275	10.1006/scdb.2000.0166	Protein degradation in mitochondria : 	
27497489	10.1093/brain/aww185	Reply: Glial mitochondropathy in infantile neuroaxonal dystrophy: pathophysiological and therapeutic implications : 	
26799652	10.1080/15548627.2015.1100356	Guidelines for the use and interpretation of assays for monitoring autophagy (3rd edition) : 	PMC4835977
26837762	10.1158/0008-5472.Can-15-3379	ILK Induction in Lymphoid Organs by a TNFalpha-NF-kappaB-Regulated Pathway Promotes the Development of Chronic Lymphocytic Leukemia : 	
27852774	10.1523/JNEUROSCI.4527-15.2016	A Drosophila Model of Neuronopathic Gaucher Disease Demonstrates Lysosomal-Autophagic Defects and Altered mTOR Signalling and Is Functionally Rescued by Rapamycin : 	PMC5125225
27713427	10.1038/ncomms12972	Insulin and TOR signal in parallel through FOXO and S6K to promote epithelial wound healing : 	PMC5059774
25772509	10.1007/s00429-015-1027-6	Cannabinoid receptor-interacting protein Crip1a modulates CB1 receptor signaling in mouse hippocampus : 	
27068460	10.1016/j.celrep.2016.03.041	Lithium Promotes Longevity through GSK3/NRF2-Dependent Hormesis : 	PMC4850359
26787908	10.1073/pnas.1515137113	Nuclear hormone receptor DHR96 mediates the resistance to xenobiotics but not the increased lifespan of insulin-mutant Drosophila : 	PMC4747718
27001890	10.1038/ncomms10944	Mondo complexes regulate TFEB via TOR inhibition to promote longevity in response to gonadal signals : 	PMC4804169
26839399	10.1242/dmm.023226	The short-lived African turquoise killifish: an emerging experimental model for ageing : 	PMC4770150
27807348	10.1038/ncomms13226	mTORC1 and mTORC2 regulate skin morphogenesis and epidermal barrier formation : 	PMC5095294
26868506	10.1038/ncomms10662	Lysosomal recruitment of TSC2 is a universal response to cellular stress : 	PMC4754342
28826467	10.1101/037952 	An In Silico Model to Simulate the Evolution of Biological Aging : 	
27626666	10.1016/j.celrep.2016.08.037	A Phenotype-Driven Approach to Generate Mouse Models with Pathogenic mtDNA Mutations Causing Mitochondrial Disease : 	PMC5039181
27626666	10.1016/j.celrep.2016.08.037	A Phenotype-Driven Approach to Generate Mouse Models with Pathogenic mtDNA Mutations Causing Mitochondrial Disease : 	PMC5039181
26994292	10.1534/g3.116.027060	Quantitative Assessment of Eye Phenotypes for Functional Genetic Studies Using Drosophila melanogaster : 	PMC4856093
26940749	10.1038/srep22685	Acetylation mimic of lysine 280 exacerbates human Tau neurotoxicity in vivo : 	PMC4778021
26940749	10.1038/srep22685	Acetylation mimic of lysine 280 exacerbates human Tau neurotoxicity in vivo : 	PMC4778021
27903605	10.1083/jcb.201611079	A dividing matter: Drp1/Dnm1-independent mitophagy : 	PMC5144889
	10.1038/529154a	Gerontology: Extending the healthspan : 	
26783299	10.1083/jcb.201507022	Loss of OMA1 delays neurodegeneration by preventing stress-induced OPA1 processing in mitochondria : 	PMC4738383
28843281	10.1016/j.molcel.2016.02.016	TRF2 Recruits RTEL1 to Telomeres in S Phase to Promote T-Loop Unwinding : 	PMC5628164
27023847	10.1146/annurev-biochem-060815-014402	Maintenance and Expression of Mammalian Mitochondrial DNA : 	
27023847	10.1146/annurev-biochem-060815-014402	Maintenance and Expression of Mammalian Mitochondrial DNA : 	
27189080	10.1242/jcs.159186	OPA1 processing in cell death and disease - the long and short of it : 	
27208207	10.1136/jmedgenet-2016-103922	Deficiency of HTRA2/Omi is associated with infantile neurodegeneration and 3-methylglutaconic aciduria : 	
27241913	10.1083/jcb.201602007	MICOS and phospholipid transfer by Ups2-Mdm35 organize membrane lipid synthesis in mitochondria : 	PMC4896057
27319982	10.1038/ncomms11884	Loss of the RNA-binding protein TACO1 causes late-onset mitochondrial dysfunction in mice : 	PMC4915168
27319982	10.1038/ncomms11884	Loss of the RNA-binding protein TACO1 causes late-onset mitochondrial dysfunction in mice : 	PMC4915168
27470139	10.1038/srep30484	Fibroblast growth factor 21 reflects liver fat accumulation and dysregulation of signalling pathways in the liver of C57BL/6J mice : 	PMC4965761
27495975	10.7554/eLife.16078	Homozygous YME1L1 mutation causes mitochondriopathy with optic atrophy and mitochondrial network fragmentation : 	PMC4991934
27498866	10.1016/j.celrep.2016.07.031	Hierarchical RNA Processing Is Required for Mitochondrial Ribosome Assembly : 	
27498866	10.1016/j.celrep.2016.07.031	Hierarchical RNA Processing Is Required for Mitochondrial Ribosome Assembly : 	
27532055	10.1126/sciadv.1600963	POLRMT regulates the switch between replication primer formation and gene expression of mammalian mtDNA : 	PMC4975551
27532055	10.1126/sciadv.1600963	POLRMT regulates the switch between replication primer formation and gene expression of mammalian mtDNA : 	PMC4975551
27545886	10.1016/j.celrep.2016.07.081	COX7A2L Is a Mitochondrial Complex III Binding Protein that Stabilizes the III2+IV Supercomplex without Affecting Respirasome Formation : 	PMC5007171
27545104	10.1038/srep31782	Increasing the performance of pooled CRISPR-Cas9 drop-out screening : 	PMC4992892
27626666	10.1016/j.celrep.2016.08.037	A Phenotype-Driven Approach to Generate Mouse Models with Pathogenic mtDNA Mutations Causing Mitochondrial Disease : 	PMC5039181
27626666	10.1016/j.celrep.2016.08.037	A Phenotype-Driven Approach to Generate Mouse Models with Pathogenic mtDNA Mutations Causing Mitochondrial Disease : 	PMC5039181
27634042	10.1074/jbc.M116.721894	Disruption of Macrodomain Protein SCO6735 Increases Antibiotic Production in Streptomyces coelicolor : 	PMC5087735
27634042	10.1074/jbc.M116.721894	Disruption of Macrodomain Protein SCO6735 Increases Antibiotic Production in Streptomyces coelicolor : 	PMC5087735
27642048	10.1016/j.molcel.2016.08.020	The m-AAA Protease Associated with Neurodegeneration Limits MCU Activity in Mitochondria : 	
34135318	10.1038/s41467-021-23617-8	Structural basis for late maturation steps of the human mitoribosomal large subunit : 	PMC8209036
10882099		Membrane protein degradation by AAA proteases in mitochondria: extraction of substrates from either membrane surface : 	
10859169		daf-12 encodes a nuclear receptor that regulates the dauer diapause and developmental age in C. elegans : 	PMC316684
10820414		Complex genetic counselling and prenatal analysis in a woman with external ophthalmoplegia and deleted mtDNA : 	
10782097		AAA proteases: cellular machines for degrading membrane proteins : 	
10745098		The chaperonin-related protein Tcm62p ensures mitochondrial gene expression under heat stress : 	
10737799		Genetic modification of survival in tissue-specific knockout mice with mitochondrial cardiomyopathy : 	PMC16263
10447221		Mitochondrial medicine--recent advances : 	
10437772		Revolution in mitochondrial medicine : 	
10192337	10.1038/18704	Chaperone-like activity of the AAA domain of the yeast Yme1 AAA protease : 	
9707443	10.1093/emboj/17.16.4837	The formation of respiratory chain complexes in mitochondria is under the proteolytic control of the m-AAA protease : 	PMC1170813
9685417		ATP-dependent proteolysis in mitochondria. m-AAA protease and PIM1 protease exert overlapping substrate specificities and cooperate with the mtHsp70 system : 	
9477318		daf-12 regulates developmental age and the dauer alternative in Caenorhabditis elegans : 	
9500544	10.1038/ng0398-231	Mitochondrial transcription factor A is necessary for mtDNA maintenance and embryogenesis in mice : 	
9495279		Molecular chaperones in biology and medicine at Obernai : 	PMC313001
9060414		Structure and chromosomal localization of the mouse mitochondrial transcription factor A gene (Tfam) : 	
9063738		Down-regulation of mitochondrial transcription factor A during spermatogenesis in humans : 	
21413227		Cell and Growth Cone Migrations : 	
		Saccharomyces cerevisiae Hsp78 : 	
		Saccharomyces cerevisiae Hsp60 : 	
		Degradation of membrane proteins by AAA proteases in mitochondria : 	
		Functions of molecular chaperones in the biogenesis of mitochondria.  : 	
8988248		Regulated protein degradation in mitochondria : 	
8830768		The molecular chaperone Hsp78 confers compartment-specific thermotolerance to mitochondria : 	PMC2120990
8861950		AAA proteases with catalytic sites on opposite membrane surfaces comprise a proteolytic system for the ATP-dependent degradation of inner membrane proteins in mitochondria : 	PMC452147
8673128	10.1038/ng0796-296	A single mouse gene encodes the mitochondrial transcription factor A and a testis-specific nuclear HMG-box protein : 	
8681382		The YTA10-12 complex, an AAA protease with chaperone-like activity in the inner membrane of mitochondria : 	
9222582		Chaperone function on Crete: a meeting report : 	PMC313010
8786060		Fatal mitochondrial myopathy, lactic acidosis, and complex I deficiency associated with a heteroplasmic A --> G mutation at position 3251 in the mitochondrial tRNALeu(UUR) gne : 	
8603724		Role of the mitochondrial DnaJ homologue, Mdj1p, in the prevention of heat-induced protein aggregation : 	
		Chaperonin mediated folding and assembly of proteins in mitochondria. : 	
7628444		Hsp78, a Clp homologue within mitochondria, can substitute for chaperone functions of mt-hsp70 : 	PMC394410
7602331		Mitochondrial DNA deletions in muscle fibers in inclusion body myositis : 	
7599216		Inheritance and expression of mitochondrial DNA point mutations : 	
7603509		Pathogenetic aspects of the A8344G mutation of mitochondrial DNA associated with MERRF syndrome and multiple symmetric lipomas : 	
8592470		Proteolytic breakdown of membrane-associated polypeptides in mitochondria of Saccharomyces cerevisiae : 	
8525809		Tissue distribution and disease manifestations of the tRNA(Lys) A-->G(8344) mitochondrial DNA mutation in a case of myoclonus epilepsy and ragged red fibres : 	
8825472	10.1146/annurev.ge.29.120195.001055	Molecular genetic aspects of human mitochondrial disorders : 	
7926052		Yta10p is required for the ATP-dependent degradation of polypeptides in the inner membrane of mitochondria : 	
8185589	10.1006/bbrc.1994.1603	Low levels of mitochondrial transcription factor A in mitochondrial DNA depletion : 	
8155739		Automatic sequencing of mitochondrial tRNA genes in patients with mitochondrial encephalomyopathy : 	
8016869		DnaJ-like proteins: molecular chaperones and specific regulators of Hsp70 : 	
7908149		Molecular chaperones in protein folding: the art of avoiding sticky situations : 	
		Chaperoning mitochondrial biogenesis.  : 	
7901770	10.1038/366228a0	The reaction cycle of GroEL and GroES in chaperonin-assisted protein folding : 	
7900997		DnaK, DnaJ and GrpE form a cellular chaperone machinery capable of repairing heat-induced protein damage : 	PMC413706
8234279		Control of folding and membrane translocation by binding of the chaperone DnaJ to nascent polypeptides : 	PMC47745
8408191		A dual role for mitochondrial heat shock protein 70 in membrane translocation of preproteins : 	PMC2119813
8384916		Mitochondrial DNA deletions in inclusion body myositis : 	
8447321		Multiple symmetric lipomas with high levels of mtDNA with the tRNA(Lys) A-->G(8344) mutation as the only manifestation of disease in a carrier of myoclonus epilepsy and ragged-red fibers (MERRF) syndrome : 	PMC1682176
1463006		Segregation and manifestations of the mtDNA tRNA(Lys) A-->G(8344) mutation of myoclonus epilepsy and ragged-red fibers (MERRF) syndrome : 	PMC1682923
1361169		Chaperonin-mediated protein folding: GroES binds to one end of the GroEL cylinder, which accommodates the protein substrate within its central cavity : 	PMC556951
1287564	10.1203/00006450-199212000-00022	Mitochondrial ATP-synthase deficiency in a child with 3-methylglutaconic aciduria : 	
1325186		Multiple short direct repeats associated with single mtDNA deletions : 	
1324295		Mitochondrial DNA deletions and cytochrome c oxidase deficiency in muscle fibres : 	
1353025		Formation and quantification of protein complexes between peroxisomal alcohol oxidase and GroEL : 	
1379856		The yeast Ca(2+)-ATPase homologue, PMR1, is required for normal Golgi function and localizes in a novel Golgi-like distribution : 	PMC275619
1349157	10.1038/356683a0	Successive action of DnaK, DnaJ and GroEL along the pathway of chaperone-mediated protein folding : 	
1734716		Lack of transmission of deleted mtDNA from a woman with Kearns-Sayre syndrome to her child : 	PMC1682461
1763894	10.1002/ana.410300511	Leber's hereditary optic neuropathy and complex I deficiency in muscle : 	
1676490	10.1038/352036a0	Chaperonin-mediated protein folding at the surface of groEL through a 'molten globule'-like intermediate : 	
1675979		Heat shock proteins hsp60 and hsp70: their roles in folding, assembly and membrane translocation of proteins : 	
2395603		Progressive increase of the mutated mitochondrial DNA fraction in Kearns-Sayre syndrome : 	
2117936		Lactate dehydrogenase from the extreme halophilic archaebacterium Halobacterium marismortui : 	
2251912		Neuropathology in Kearns-Sayre syndrome : 	
2593758		DNA diagnosis of mitochondrial diseases is now possible : 	
2526682		The yeast secretory pathway is perturbed by mutations in PMR1, a member of a Ca2+ ATPase family : 	
28111940	10.1021/ja00312a061	Molecular complexes of nucleosides and nucleotides with a monomeric cationic porphyrin and some of its metal derivatives : 	
24916378	10.1093/hmg/ddu288	Loss of TFB1M results in mitochondrial dysfunction that leads to impaired insulin secretion and diabetes : 	
24916378	10.1093/hmg/ddu288	Loss of TFB1M results in mitochondrial dysfunction that leads to impaired insulin secretion and diabetes : 	
23239738	10.1126/science.1228967	A steroid receptor-microRNA switch regulates life span in response to signals from the gonad : 	PMC3909774
19040720	10.1186/gb-2008-9-11-r167	Chromatin Central: towards the comparative proteome by accurate mapping of the yeast proteomic environment : 	PMC2614481
23012404	10.1073/pnas.1119738109	Mammalian transcription factor A is a core component of the mitochondrial transcription machinery : 	PMC3478657
15489294	10.1101/gad.1218504	Identification of C. elegans DAF-12-binding sites, response elements, and target genes : 	PMC529540
11062475	10.1038/81649	Impaired insulin secretion and beta-cell loss in tissue-specific knockout mice with mitochondrial diabetes : 	
12206900		Manipulation of mitochondrial DNA gene expression in the mouse : 	
16281056	10.1038/sj.emboj.7600866	SOD2 overexpression: enhanced mitochondrial tolerance but absence of effect on UCP activity : 	PMC1356306
27060252	10.1016/j.bbabio.2016.04.002	Bioenergetic roles of mitochondrial fusion : 	
25015138	10.1261/rna.041954.113	Genome-wide analysis of trans-splicing in the nematode Pristionchus pacificus unravels conserved gene functions for germline and dauer development in divergent operons : 	PMC4138322
26119340	http://dx.doi.org/10.1016/j.cell.2015.06.023	The Ras-Erk-ETS-Signaling Pathway Is a Drug Target for Longevity : 	PMC4518474
26587873	10.1080/15384101.2015.1118905	Could cancer drugs provide ammunition against aging? : 	PMC4825846
23077661	10.1371/journal.pone.0047699	Activation of AMPK by the putative dietary restriction mimetic metformin is insufficient to extend lifespan in Drosophila : 	PMC3473082
21443682	10.1111/j.1474-9726.2011.00707.x	dFOXO-independent effects of reduced insulin-like signaling in Drosophila : 	PMC3193374
	10.1016/j.ddmod.2013.01.002	Genes, pathways and metabolism in ageing : 	
20333234	10.1371/journal.pgen.1000881	Regulation of lifespan, metabolism, and stress responses by the Drosophila SH2B protein, Lnk : 	PMC2841611
20059956	S1534-5807(09)00431-6 [pii]10.1016/j.devcel.2009.10.009	A Drosophila insulin-like peptide promotes growth during nonfeeding states : 	PMC2806523
20824130	10.1371/journal.pgen.1001087	Inhibition of GSK-3 ameliorates Abeta pathology in an adult-onset Drosophila model of Alzheimer's disease : 	PMC2932684
25126078	10.3389/fnagi.2014.00190	Lithium suppresses Abeta pathology by inhibiting translation in an adult Drosophila model of Alzheimer's disease : 	PMC4115666
27717375	10.1186/s40478-016-0380-x	pGluAbeta increases accumulation of Abeta in vivo and exacerbates its toxicity : 	PMC5055666
11588181		Late-onset corticohippocampal neurodepletion attributable to catastrophic failure of oxidative phosphorylation in MILON mice : 	PMC6763882
27145842	10.1146/annurev-biochem-060815-014422	Dietary Protein, Metabolism, and Aging : 	
22949673	10.1073/pnas.1210688109	Structure of the human MTERF4-NSUN4 protein complex that regulates mitochondrial ribosome biogenesis : 	PMC3458362
27353330	10.1093/nar/gkw575	SLIRP stabilizes LRPPRC via an RRM-PPR protein interface : 	PMC5001613
25870412	10.1093/nar/gkv320	CWC22-dependent pre-mRNA splicing and eIF4A3 binding enables global deposition of exon junction complexes : 	PMC4482076
26359991	10.1016/j.cell.2015.08.032	Hypothalamic UDP Increases in Obesity and Promotes Feeding via P2Y6-Dependent Activation of AgRP Neurons : 	
10207067		Prohibitins regulate membrane protein degradation by the m-AAA protease in mitochondria : 	PMC84136
22090423	10.1093/hmg/ddr537	Altered dopamine metabolism and increased vulnerability to MPTP in mice with partial deficiency of mitochondrial complex I in dopamine neurons : 	PMC3277308
21768369	10.1073/pnas.1103295108	Impaired mitochondrial transport and Parkin-independent degeneration of respiratory chain-deficient dopamine neurons in vivo : 	PMC3150929
20633537	10.1016/j.bbrc.2010.07.019	LRPPRC is a mitochondrial matrix protein that is conserved in metazoans : 	
19203578	10.1016/j.cell.2008.12.042	The RIDDLE syndrome protein mediates a ubiquitin-dependent signaling cascade at sites of DNA damage : 	
26125550	10.1371/journal.pgen.1005333	Simultaneous DNA and RNA Mapping of Somatic Mitochondrial Mutations across Diverse Human Cancers : 	PMC4488357
19540318	10.1016/j.gene.2009.06.006	Characterization of mature mitochondrial transcripts in Drosophila, and the implications for the tRNA punctuation model in arthropods : 	
26281784	10.1038/nrg3966	The dynamics of mitochondrial DNA heteroplasmy: implications for human health and disease : 	
18695671	10.1038/nrg2396	Purifying selection of mtDNA and its implications for understanding evolution and mitochondrial disease : 	
18232733	10.1371/journal.pbio.0060010	Strong purifying selection in transmission of mammalian mitochondrial DNA : 	PMC2214808
25299061	10.1371/journal.pgen.1004670	Keeping mtDNA in shape between generations : 	PMC4191934
10817342		Use of a plasmid of a yersinia enterocolitica biogroup 1A strain for the construction of cloning vectors : 	
27312235	10.1111/acel.12496	Longer lifespan in male mice treated with a weakly estrogenic agonist, an antioxidant, an alpha-glucosidase inhibitor or a Nrf2-inducer : 	PMC5013015
9118247		Mechanisms of protein import into mitochondria : 	
23838176	10.1016/j.neurobiolaging.2013.05.027	Cannabinoid receptor 1 deficiency in a mouse model of Alzheimer's disease leads to enhanced cognitive impairment despite of a reduction in amyloid deposition : 	
23863811	10.2337/db13-0152	Loss of prohibitin induces mitochondrial damages altering beta-cell function and survival and is responsible for gradual diabetes development : 	PMC3781460
7937953		The ATP hydrolysis-dependent reaction cycle of the Escherichia coli Hsp70 system DnaK, DnaJ, and GrpE : 	PMC45016
24782567	10.1126/scisignal.2005146	Proteome-wide identification of SUMO2 modification sites : 	PMC4051997
26292070	10.1038/nprot.2015.095	Proteome-wide identification of SUMO modification sites by mass spectrometry : 	
24311694	10.1126/science.1244193	MicroRNA-128 governs neuronal excitability and motor behavior in mice : 	PMC3932786
12610294	10.1126/science.1081447	The endocrine regulation of aging by insulin-like signals : 	
21693764	10.1126/scisignal.2001484	Comparative proteomic analysis identifies a role for SUMO in protein quality control : 	
17245427	10.1038/sj.emboj.7601514	m-AAA protease-driven membrane dislocation allows intramembrane cleavage by rhomboid in mitochondria : 	PMC1783466
18314738	10.1007/978-1-59745-365-3_25	Studying proteolysis within mitochondria : 	
18216873	10.1038/sj.emboj.7601972	Quality control of mitochondria: protection against neurodegeneration and ageing : 	PMC2234350
19781639	10.1016/j.resmic.2009.09.005	AAA proteases in mitochondria: diverse functions of membrane-bound proteolytic machines : 	
27542541	10.1016/j.bbalip.2016.08.006	Intramitochondrial phospholipid trafficking : 	
27542541	10.1016/j.bbalip.2016.08.006	Intramitochondrial phospholipid trafficking : 	
15525670	10.1091/mbc.E04-09-0807	Formation of membrane-bound ring complexes by prohibitins in mitochondria : 	PMC539169
24001776	10.1016/j.tcb.2013.07.011	Mitochondrial lipid trafficking : 	
7926051		Yta10p, a member of a novel ATPase family in yeast, is essential for mitochondrial function : 	
8626573		Substitution of PIM1 protease in mitochondria by Escherichia coli Lon protease : 	
25382407	10.1021/pr500935s	Respiratory proteomics: from descriptive studies to personalized medicine : 	
22960859	10.1016/j.arcmed.2012.08.008	Immune response to seasonal influenza A virus infection: a proteomic approach : 	
23562081	10.1016/j.cmet.2013.03.006	MTERF1 binds mtDNA to prevent transcriptional interference at the light-strand promoter but is dispensable for rRNA gene transcription regulation : 	
25315270	10.1038/nrm3890	Histone core modifications regulating nucleosome structure and dynamics : 	
18312264	10.1111/j.1365-2958.2008.06135.x	Substrate threading through the central pore of the Hsp104 chaperone as a common mechanism for protein disaggregation and prion propagation : 	
24352239	10.1038/nature12819	Glutamine methylation in histone H2A is an RNA-polymerase-I-dedicated modification : 	PMC3901671
19398583	10.1128/MCB.00201-09	The yeast AAA+ chaperone Hsp104 is part of a network that links the actin cytoskeleton with the inheritance of damaged proteins : 	PMC2698747
19435842	0902462106 [pii]10.1073/pnas.0902462106	Longevity of Indy mutant Drosophila not attributable to Indy mutation : 	PMC2688976
18682271	S0303-7207(08)00283-9 [pii]10.1016/j.mce.2008.07.005	Endocrine regulation of aging and reproduction in Drosophila : 	
19360003	10.1038/emboj.2009.89	SLP-2 is required for stress-induced mitochondrial hyperfusion : 	PMC2693158
23683723	10.1016/j.biomaterials.2013.04.050	The promotion of endothelial cell attachment and spreading using FNIII10 fused to VEGF-A165 : 	
26988032	10.15252/embj.201593118	eIF4A inactivates TORC1 in response to amino acid starvation : 	PMC4868951
21975561	10.4161/isl.3.6.17705	T-cadherin (Cdh13) in association with pancreatic beta-cell granules contributes to second phase insulin secretion : 	PMC3329514
24211586	10.1016/j.bbrc.2013.10.137	The UbL protein UBTD1 stably interacts with the UBE2D family of E2 ubiquitin conjugating enzymes : 	
27220468	10.1093/nar/gkw468	MGME1 processes flaps into ligatable nicks in concert with DNA polymerase γ during mtDNA replication : 	PMC4937333
26638078	10.1016/j.cell.2015.11.008	The African Turquoise Killifish Genome Provides Insights into Evolution and Genetic Architecture of Lifespan : 	PMC4684691
9827555		Mcx1p, a ClpX homologue in mitochondria of Saccharomyces cerevisiae : 	
11212342		ATP-dependent proteases controlling mitochondrial function in the yeast Saccharomyces cerevisiae : 	
9585511		The ATP-dependent PIM1 protease is required for the expression of intron-containing genes in mitochondria : 	PMC316837
27245853	10.1080/15548627.2016.1190074	Autophagy regulation depends on ER homeostasis controlled by lipid droplets : 	PMC4968306
26953354	10.1083/jcb.201508102	Lipid droplet-mediated ER homeostasis regulates autophagy and cell survival during starvation : 	PMC4792078
25005176	10.1096/fj.14-253971	Adipose tissue mitochondrial dysfunction triggers a lipodystrophic syndrome with insulin resistance, hepatosteatosis, and cardiovascular complications : 	PMC4202105
23168219	10.1016/j.cmet.2012.10.016	Adipose-specific deletion of TFAM increases mitochondrial oxidation and protects mice against obesity and insulin resistance : 	PMC3529641
24104479	10.1038/msb.2013.54	A negative genetic interaction map in isogenic cancer cell lines reveals cancer cell vulnerabilities : 	PMC3817404
25002487	10.1073/pnas.1406305111	TOR complex 2-Ypk1 signaling is an essential positive regulator of the general amino acid control response and autophagy : 	PMC4115538
27526204	10.1038/nn.4360	Polycomb repressive complex 2 (PRC2) silences genes responsible for neurodegeneration : 	PMC5088783
25043379	10.1038/ncomms5426	Family-wide analysis of poly(ADP-ribose) polymerase activity : 	PMC4123609
7957078		Molecular chaperones cooperate with PIM1 protease in the degradation of misfolded proteins in mitochondria : 	PMC395461
9405361	10.1093/emboj/16.24.7317	Autocatalytic processing of the ATP-dependent PIM1 protease: crucial function of a pro-region for sorting to mitochondria : 	PMC1170332
26785494	10.1126/science.aad0116	Imbalanced OPA1 processing and mitochondrial fragmentation cause heart failure in mice : 	
